row_number,text,classification
71,"""I remember seeing this when it was released, in a theater in Palo Alto, and not expecting much. I mean -- an Australian movie? But it finally got to me. Here's a scene. Richard Chamberlain is sitting cross legged on the floor of a shabby apartment in Sidney, facing an Australian aborigine elder named Charlie.<br /><br />Chamberlain: ""You were outside my house last night. You frightened my wife. Who are you?"" And Charlie at a deliberate pace replies, ""Who are you? Who are you? Who are you? Who are you? Who are you?. . . . Are you a fish? Are you a snake? Are you a man? . . . . Who are you? Who are you? Who are you?"" It's a stunning scene, shot all in close ups, with Chamberlain's blandly handsome face filling the screen in opposition to Charlie's black, broad-nosed, bearded visage.<br /><br />The two guys couldn't be more different and this film is the story of how Chamberlain accidentally stumbles from his humdrum lawyerly existence into the inexplicable, almost unspeakable, mysteries of Charlie's world.<br /><br />I don't think I'll go on much about the plot. It's kind of an apocalyptic tale. But I must say, whoever did the research on Australian aboriginal belief systems should get an A plus. They've got everything in here, from pointing the bone to the dream time, a kind of parallel universe in which dreams are real. It's an extremely spooky movie without any musical stings or splendiferous special effects. Charly's world simply begins to intrude into Chamberlain's dreams, for reasons never made entirely clear.<br /><br />If there's a problem with the script, that's it. Nothing is ever made entirely clear. Does Chamberlain, who seems to have some extraordinary rapport with the aborigines, die in the last wave? Do the aborigines? Does the entirety of Sidney? The basic premise is a little hard to accept too, though granted that this is a fantasy. The aborigines are invested with the kind of spiritual power that Americans bestow on American Indians, whereas the fact is that mythology is mythology and while one may be more complex or satisfying -- more elegant and beautiful, if you like -- mythology is still an attempt to transcend an ordinary, demanding, and sometimes disappointing physical existence. The mysticism of Charlie is more convincing that the miracles of Moses in Cecil B. DeMille's ""The Ten Commandments,"" but they're brothers under the skin.<br /><br />But I don't care about that. Taken as a film, this one is pretty good, and it's especially important for marking the celebrity of the director, Peter Weir, and the Australian film industry. This was the first of a great wave of films from the antipodes, some of them raucous, like ""Mad Max,"" and some subtle and dramatic, like ""Lantana."" I like Weir's stuff, which resembles Nicholas Roeg's in being pregnant with subliminal dread. Try ""Picnic at Hanging Rock"" for an example of how to make a truly chilling movie with not a drop of blood.""",3
72,"""This is a film that the mainstream market will probably never be able to access as it doesn't exactly give the viewer easy watching. The story about troubled Spike and his friend Heaton is not exactly a Friday night film yet it has its own unique edge and I found that it was entertaining. There are moments of brilliance given that the film was shot on such a low budget, such as when Spike inhales the aerosol. However I did not really understand the relationship between Spike and Heaton and to be honest it made me spend most of the film trying to work it out. And also I did not like the fact that most of the film is spent with the two friends talking and not really much ""action"". It is a small film that is complex to watch and that is what makes it appealing.""",3
73,"""A mess of genres but it's mainly based on Stephen Chow's genre mash-ups for it's inspiration. There's magic kung-fu, college romance, sports, gangster action and some weepy melodrama for a topping. The production is excellent and the pacing is fast so it's easy to get past the many flaws in this film.<br /><br />A baby is abandoned next to a basketball court. A homeless man brings him to a Shaolin monastery that's in the middle of a city along with a special kung fu manual that the homeless man somehow has but can't read. The old monk teaches the boy but expires when he tries to master the special technique in the manual. The school is taken over by a phony kung fu master who is assisted by four wacky monks. The new master gets mad at the now 20+ year old boy for not pretending to be hurt by the master's weak punches and throws him out for the night. The boy is found throwing garbage into a basket from an incredible distance by a man who bring him to a gangster's club to play darts. This leads to a big fight, the boy's expulsion from the monastery and the man's decision to turn the boy into a college basketball sensation.<br /><br />Al this happens in the first 20 minutes with most of it happening in the first 10 minutes. Aside from the extreme shorthand storytelling the first problem is how little we get to know the main character until way into the movie. The man who uses the boy is more sharply defined by the time the first third is over. The plot follows no new ground except for the insane action climax of the film. I'm sure you can easily imagine how the wacky monks will show up towards the end. The effects, photography and stunt work are all top- notch and make up for the uninspired plot. <br /><br />Stephen Chow has a much better command of plot and comedy writing and this film will live in his shadow but that's not a good reason to ignore it. It's quite entertaining even with a scatter-shot ending. Recommended.""",3
74,"""Larry Burrows has the distinct feeling he's missing out on something. Ever since he missed a crucial baseball shot at school that cost the championship, he's been convinced his life would have turned out better had he made that shot. Then one night his car breaks down again. Walking into the nearest bar to wait for the tow truck, Larry happens upon barman Mike, who unbeknown to Larry is about to change his life for ever.......<br /><br />The alternate life premise in cinema is hardly a new thing, stretching back to the likes of It's A Wonderful Life and showing no signs of abating with the quite recent Sandler vehicle that was Click. It's a genre that has produced very mixed results. Back in 1990 was this James Belushi led production, rarely mentioned when the said topic arises, it appears that it has largely been forgotten. Which is a shame since it oozes charm and is not short in the humour department. We know that we are being led to its ultimate message come the end, but it's a fun and enjoyable path to be led down. The film also serves notice to what a fine comedy actor James Belushi was. I mean if his style of smart quipping and larking exasperation isn't your thing,? then chances are you would avoid this film anyway. But for those engaged by the likes of Red Heat, K-9 and Taking Care of Business, well Mr. Destiny is right up your street. Along for the ride are Linda Hamilton, Michael Caine, Jon Lovitz, Hart Bochner, Jay O. Sanders, Rene Russo and Courteney Cox.<br /><br />Mr. Destiny, pure escapist fun with a kicker of a message at its heart. 7/10""",3
75,"""Two sorcerers battle in the fourth dimension,one(Brian Thompson as a Kabal)trying to destroy the Earth,the other(Jeffrey Combs as a Anton Mordrid)trying to save it.""Doctor Mordrid"" is an enjoyable fantasy fare which offers plenty of cheese.The plot is pretty silly and the gore is completely absent,but the film is very short and entertaining.So if you have enough time to kill give this one a look.My rating:7 out of 10.""",3
76,"""'Cry Freedom' is a movie about how far people will go to find the truth.<br /><br />The first half is an interesting portrayal of an unlikely friendship between activist Steve Biko and Editor Don Woods (played fanatically by Dezel Washington and Kevin Klein). While the second half deals with Woods looking for answers on Biko's death.<br /><br />Although most people favor the first half of the movie which focuses on the unlikely friendship between Biko and Woods'. I found the second half about Don woods struggle to have Biko's story be heard around the world much more interesting.""",3
77,"""Andie MacDowell's facial expressions are great again in this movie. When you enter 40 and have been single for a while (or all your life) you may feel you are wasting away. The movie is a sweet reminder that love can be found just anywhere if your antennae is acutely active. I liked the quick sexual encounter, which must be out of character for a normally reserved school teacher (MacDowell). Her ex-student is cute enough, still carrying a crush on his teacher for so long. <br /><br />There are some parts that I thought rather unrealistic or unpractical, though. For example, at a scene where the other women's jealousy override and a scene was set up to make Andie MacDowell dump the young man, would a mature police officer (the other friend of MacDowell) allow her friend to do such a sinister act? Is it so easy for anyone to not stop in front of a car? Of course accidents happen all the time, but I hoped to see the heroine get happily married with the first man she got involved with (that was the hardest part to believe!! For such a beautiful woman to stay single for so long??)... <br /><br />Maybe the movie producers are aware of the fact that many romance between an older woman and a younger man do not last for long. Beside they know that a happy ending would not appeal to the public, especially to jealousy women over 40, who are waiting some miracles to happen. The sad ending with a glimpse of hope for the sad woman who lost her true love is sweet, but if the man continued to live, would that last? For how long? Nobody knows. Nonetheless, it's a movie to make you want to watch it again sometime later.... a year later maybe.""",3
78,"""Now all the kids and teenagers of Springwood, Ohio are all dead expect for one teenager (Shon Greenblatt) is still alive. Freddy (Robert Englund) is letting him go and the teenager doesn't have much of a memory, when he's arriving in a new town. When a tough female psychologist (Lisa Zane) tries to break though the new patient. She's finds out, where he's from. She brings him along to Springwood to spark some memories but three teens (Lezlie Deane, Breckin Meyer and Ricky Dean Logan), who unexpected came for the ride. Once they arrived in Springwood, the psychologist has some memory that she did lived in that town before as a child. While Freddy knows the true secret of her true identity.<br /><br />Directed by Rachel Talalay (Ghost in the Machine, Tank Girl) made a grim but somewhat oddly different sequel with some visual style and funny moments for this horror/fantasy/thriller. Yaphet Kotto (Alien) has a supporting role as a Psychologist expert on dreams. This has some ingenious visual effects (Not everyone will love the climax, especially in 3-D) and some good style in its storytelling. This one did out gross some of the film's series at the box office.<br /><br />DVD has an strong anamorphic widescreen (1.85:1) transfer (also in Pan & Scan) and an strong-Dolby Digital 5.1 Surround Sound. DVD has the original theatrical trailer, Jump to a Nightmare opinion and Cast & Crew information. The ""Elm Street"" Series Box Set, the eighth disc has interviews with the the cast & crew of this sixth film. The sixth film is also in 3-D for the film climax but you could watch it at 2-D also. This is the last of the ""Elm Street"" films until Wes Craven resurrected Freddy into a different, darker style in ""New Nightmare"" and the silly but surprisingly enjoyable spin-off horror film ""Freddy Vs Jason"". Watch for Robert Shaye (Co-Owner and Co-CEO of ""New Line Cinema""), Roseanne Barr, Tom Arnold, Johnny Depp and Alice Cooper in amusing cameos. Written by Michael De Luca (John Carpenter's In the Mouth of Madness). From a story by the director. (*** ½/*****).""",3
79,"""Brian Yuzna is often frowned upon as a director for his trashy gore-fests, but the truth is that his films actually aren't bad at all. The Re-Animator sequels aren't as great as the original, but are still worthy as far as horror sequels are concerned. Return of the Living Dead 3 is the best of the series; and Society isn't a world away from being a surrealist horror masterpiece. This thriller certainly isn't a masterpiece; but it shows Yuzna's eye for horror excellently, and the plot moves in a way that is always thrilling and engaging. I'm really surprised that a horror movie about dentistry didn't turn up until 1996, as going to the dentist is almost a primal fear - it's running away from a tiger for the modern world. Dentistry doesn't frighten me, but surprisingly; I would appear to be in the minority. The plot follows perfectionist dentist Dr Feinstone. He has a nice house, a successful career and a beautiful wife - pretty much everything most people want. However, his life takes a turn for the worse when he discovers his wife's affair with the pool cleaner. And his life isn't the only one; as it's his patients who feel the full brunt of his anger...<br /><br />When it comes to scaring the audience, this movie really makes itself. However, credit has to go to the director for extracting the full quota of scares from the central theme. The fact that he does a good job is summed up by the fact that I'm not squeamish about going to the dentist - yet one particular scene actually made me cover my eyes! The film follows the standard man going insane plot outline, only with The Dentist you always get the impression that there's more to the film than what we're seeing. It isn't very often that a gore film can impress on a substance level - and while this won't be winning any awards, the parody on the upper class is nicely tied into the plot. The acting, while B-class, is actually quite impressive; with Corbin Bernsen taking the lead role and doing a good job of convincing the audience that he really is a man on the edge. I should thank Brian Yuzna for casting Ken Foree in the movie. The Dawn of the Dead star doesn't get enough work, and I really love seeing him in films. The rest of the cast doesn't massively impress, but all do their jobs well enough. Overall, The Dentist offers a refreshing change for nineties slasher movies. The gore scenes are sure to please horror fans, and I don't hesitate to recommend this film.""",3
80,"""I really enjoyed this movie. The acting by the adult actors was great, although I did find the main kid a little stiff. But he carried himself very well for being a new talent. The humor is very sublime and not in your face like most Hollywood comedy junk. I.e. The Nutty Professor. If you have a short attention span and are used to the typical Hollywood stuff you probably wouldn't like this as it is a bit slower paced. I picked it up on Blu-ray and I have to say the image quality is top notch. Probably one of the better looking Blu-rays I've seen so far. The extras were cool too. They deleted quite a bit, but that's probably a good thing as most of the deleted scenes didn't really add anything.""",3
81,"""I've been intrigued by this film for a while, in part because of the extremely high score here on IMDb -- a 9.0 average with over 300 votes gives it the highest rating of any accessible silent film! How had I not heard of this film before this website? Well, you can't always trust the ratings. This is actually a very good film, preserved quite well if the fine VHS transfer I rented is any indication -- excellent acting by the principals, especially William Haines as Brown, and good location work at Cambridge with some fine action footage in the climactic Harvard/Yale football game -- but the story must have seemed a hoary chestnut even in 1926. Obnoxious, self-centered and charismatic guy goes to school and gets put in his place, becoming in the process a caring, self-sacrificing friend; I doubt people in 1926 found much that was really exciting in the last few reels, the predictability factor is high. Still, it starts out very well, and is certainly deserving of being remembered, if not praised to the heavens. Maybe the previous 350 voters are mostly Harvard men...<br /><br />EDIT Now 600+ voters and the score has actually climbed to 9.2! Seriously, folks, there is ballot-stuffing going on here - I defy anybody to explain why this is a better film than ""Metropolis"" or ""The General""!""",3
82,"""Gundam Wing is a fun show. I appreciate it for getting me into Gundam and anime in general. However, after watching its predecessors, such as Mobile Suit Gundam, Zeta Gundam, and even G Gundam, I find Wing to be Gundam Lite.<br /><br />Characters: An aspect long held by Gundam is to have their characters thrust into difficulties and grow into maturity. This does not happen in Wing. Heero is top dog at the beginning, and he's top dog at the end. Personalities do not change, growth is never achieved. The best character is Zechs, who is for all intents and purposes a hero throughout most of the series. But suddenly the series betrays him and turns him into a villain for no apparent reason.<br /><br />Mecha: Wing has great suit designs. The Gundams are super cool, with the Epyon being my favorite. I even consider a few of the OZ suit designs to be on par with some of the classic Zeon suits. But sweet suit designs doesn't quite save the series from boring characters.<br /><br />Conclusion: In the end, Wing has cool fight scenes, though riddled with recycled animation, but shallow plot and character development. Enjoyable, but not moving like previous Gundam outings.""",3
83,"""The cast was good, and I thought it was a good performance from Christopher Lloyd, whom I like from previous movies. The movie was a great family movie, nothing that would make you worry to show it to younger kids, a good story line, lots of laughs, lighthearted and enjoyable. If you want to entertain children without being bored to tears this fits the bill. Kid pleasing, and not difficult for a parent to watch, either.""",3
84,"""It might not be the best movie of 2006 but it was a just a movie to excite and to think about.The Sentinel is a good political thriller movie which seems similar to or even borrows some elements from other political thriller movies such as In the Line of Fire and The Manchurian Candidate. The basic plot of this movie is similar to other movies like this: A plot to kill the President of the United States. Michael Douglas stars as Secret Service Agent Pete Garrison who spearheads the operation only to find out later that he has been framed.Kiefer Sutherland co-stars as a sort of rival by the name of David Breckinridge and Eva Longoria as Jill Marin who is a rookie agent going under the guidance of Agent Breckinridge and Academy Award winner Kim Basinger as First Lady Sarah Ballentine. One improvement for this movie could have been more action as it is by some sources considered just as much an Action film as is a Thriller film but a good thing about this movie is instead of just an assassination plot to kill the US President,it also concerns a mole(traitor) in the Secret Service who is leading the President in the wrong direction.""",3
85,"""This truly funny movie has a zany cast of characters, just about every voluptuous middle-aged female in Hollywood, and a touching, funny love story. The Capomezza's and the Malacici's are rival caterers in an Italian neighborhood in New York. They are also at opposite--extreme--ends of the taste scale. Their children are cast in the lead roles of a church production of Romeo and Juliet. Naturally, they fall in love. On stage! The mayhem and confusion that this causes, as the parents feud with each other and their kids, is played out for us against the backdrop of the Capomezza's magnificently tasteless home, and their magnificently tasteless catered weddings.<br /><br />Besides the four over-the-top parents and the charming young lovers, the characters include a vaguely wise priest, a plain-speaking grandma, a lady who waves a wand and passes on spiritual advice she receives from a medium called The Blessed Roscoe, a motel with beds shaped like the back seat of a car, and two doves. There is not a sight gag or a punch line that doesn't click in this fast paced movie.<br /><br />Even the family names of the two families are part of the fun. ""Capomezza"" could be interpreted as ""low-brows,"" and ""Malacici"" could mean ""stuck-up snobs."" <br /><br />If you are sensitive about Italian stereotypes, you may not like this movie. If Bette Midler embarrasses you, you may not like it, because all of the women in this movie make Bette Midler look like Martha Stewart. The rest of us should love it!""",3
86,"""I enjoyed this film. But I was surprised to see people referring to it as a comedy. It was amusing at times, but really, it wasn't very funny at all. If I'd been expecting it to be a comedy, I might have been disappointed with the film, but, going in with no expectations, I found it to be enjoyable and engaging. Maybe it was because, as an engineer, I identified with the protagonist. I was less concerned with satire of capital or labor, and more into the basic story of a man fighting for his invention. A man who's less interested in monetary gain from his invention than he is in seeing it come to fruition and be put into production. He's absolutely heroic when he refuses to take the big money and the hot woman in return for suppressing his invention. So I find it interesting that people here have compared it to Jurassic Park; me, I compare it to The Fountainhead.""",3
87,"""Sidney Young (Pegg) moves from England to New York to work for the popular magazine Sharpe's in a hope to live his dream lifestyle but struggles to make a lasting impression.<br /><br />Based on Toby Young's book about survival in American business, this comedy drama received mixed views from critiques. Labelled as inconsistently funny but with charm by the actors, how to lose friends seemed as a run of the mill fish out of the pond make fun at another culture comedy, but it isn't.<br /><br />This 2008 picture works on account of its actors and the simple yet sharp story. We start off in the past, then in the present and are working our way forwards to see how Young made his mark at one of America's top magazines.<br /><br />Pegg (Hot Fuzz) is too likable for words. Whether it's hitting zombies with a cricket bat or showing his sidekick the nature of the law the English actor brings a charm and light heartedness to every scene. Here, when the scripting is good but far from his own standards, he brings a great deal of energy to the picture and he alone is worth watching for. His antics with ""Babe 3"" are unforgivable, simply breathtaking stuff as is his over exuberant dancing, but he pulls it off splendidly.<br /><br />Bridges and Anderson do well at portraying the stereotypical magazine bosses where Dunst fits in nicely to the confused love interest. Megan Fox, who stole Transformers, reminds everyone she can act here with a funny hyperbole of a stereotype film star. The fact that her character Sophie Myles is starring in a picture about Mother Teresa is as laughable as her character's antics in the pool. To emphasize the point there is a dog, and Pegg rounds that off in true Brit style comedy, with a great little twist.<br /><br />Though a British film there is an adaptation of American lifestyle for Young as he tries to fit in and we can see the different approaches to story telling. Young wants the down right dirty contrasted with the American professionalism. The inclusion of modern day tabloid stars will soon make this film dated but the concept of exploitation of film star's gives this edge.<br /><br />Weide's first picture is not perfect. There are lapses in concentration as the plot becomes too soapy with an awkward obvious twist and there are too many characters to be necessary. The physical comedy can also be overdone. As a side note, the bloopers on the DVD are some of the finest you will ever see, which are almost half an hour long.<br /><br />This comedy drama has Simon Pegg on shining form again and with the collective approach to story telling and sharp comedy, it is worth watching.""",3
88,"""This film resembles in many ways `Enemy of the State' with Will Smith and Gene Hackman, as we have an innocent (black) man being pursued by the `government' with all the modern technology known to man. Usually when storyline is copied like this the result is a disaster. That does not apply here. Of course I love everything David Morse does, so maybe my comments are not fair, but there were more good things about this film then that. The main baddy, played by Doug Hutchison, was brilliant, and the story flowed with excellent extras such as David Paymer and Robert Pastorelli. Our hero, Alvin Sanders (played by Jamie Foxx), was however irritating most of the part. He is so out of place, cracking bad jokes, evoking no sympathy from the audience. Or not to begin with, the strange thing is that he kinda grows on you (and on his followers as well!). I didn't expect much when I rented it, but was surprised with a good solid action movie with comedy bits. 7/10""",3
89,"""Well, if you are open-minded enough to have liked Barber Shop, then you will like this Canadian film.<br /><br />If your mind is as closed-minded as Fort Knox, then you will give it the current score that it has : 2.5.<br /><br />This is a film for anybody prepared to watch films from outside of their own racial grounds. It is engaging, it is true to life, on two or three occasions you lose the connections between the scenes, but many times, especially towards the end, you find yourself having a tear or two in your eyes and this simply because it so often mirrors what life can be like.<br /><br />I like it and recommend it to anyone open minded beyond the traditional American film.""",3
90,"""Wow. What a wonderful film. The script is nearly perfect it appears this is the only film written by Minglun Wei,I hope he has more stories in him.<br /><br />The acting is sublime. Renying Zhou as Doggie was amazing -- very natural talent, and Xu Zhu was a delight - very believable as the jaded old traditionalist. <br /><br />The soundtrack was very effective, guiding without being overwhelming. <br /><br />If only more movies like this were made whether in Hollywood or Hong Kong- a family friendly, well acted, well written, well directed, near perfect gem.""",4
91,"""I'd have given this film a few stars, simply because it was a ""Lifetime"" presentation actually filmed in the location represented in the story - here, New York City. Most on this channel, whether ""set"" there, in rural Iowa, Oregon, Virginia, L.A. etc., are filmed in Vancouver, Ottawa, Toronto or some other Canadian locale.<br /><br />But if there ever were one deserving the top rating - 10* on this site, it's this movie. Certainly not for originality, for this story has been done many times, in many variations, with several very similar to this specific one. It's also been done pretty often on the big screen, with mega-stars, past and present, from Cary Grant, James Garner, Harrison Ford, Tom Hanks, et al - and Deborah Kerr, Doris Day, Meg Ryan, and many more. I can think of at least 10-12 more, just as prominent, past to present, off the top of my head, who could be added now, and there are probably many others which could be brought to mind.<br /><br />Not to drone on, but my point is that, in my opinion, this is by far one of the best of this genre I've seen. I caught it by chance on a mid-day Friday, at a time when I had the TV on only because I was taking a couple of hours following a particularly hectic week. I'd never run across this flick in the 8 years since it was made. And, while the two leads have done enough to be known to most, they were completely unknown to me. The only two actors I knew were Phyllis Newman (Anna's mother) whom I'd seen in some things from her younger days, and Michael Rispoli (Henry, Charlie's best friend) who was outstanding as ""Gramma,"" the menacing juice loan, tough, street guy from ""Rounders."" <br /><br />The chance meeting and coupling between both leads' best friends, as a sub-story romance, with the correlation of their being such to Anna and Charlie being only revealed to all later, is an oft-done plot contrivance within the genre, but makes no difference to the enjoyment here (in fact, it enhances it).<br /><br />Checking some other comments, I agree completely with those which are the most positive. The primary word describing this film is ENGAGING, in caps. This adjective describes the performers; the characters; the chemistry between and among all of the characters, in whatever combination presented, and all of the supporting and even minor roles.<br /><br />I love films with a ""harder edge:"" ""Rounders;"" the escapist Schwarzenegger/Stallone fare; ""Goodfellows;"" even the classics like ""Casablanca,"" ""Gone With the Wind,"" ""Citizen Kane."" But for pure, uncomplicated enjoyment, this one was outstanding. With a bare fraction of their budgets, it was equal to the results achieved by ""You've Got Mail"" and ""Sleepless in Seattle."" And Tom Hanks and Meg Ryan couldn't have done better than Natasha Henstridge and Michael Vartan here; the co-stars and support personnel here were equivalent to those in these mega-films, as well.""",4
92,"""It's amazing that from a good, though not wonderful, film made back in the early Nineties, a whole franchise can grow. 'Stargate; SG1' is, without a doubt, a worthy addition to the science fiction genre and has the right to stand shoulder-to-shoulder with 'Star Trek' as the kings of sci-fi.<br /><br />Following on from the 1994 feature film 'Stargate', this series sees Stargate command (a military/science organisation) figuring out that the stargate system can be used to travel to various planets across the galaxy and beyond and the military sets up a number of teams to explore. SG1 is one such team, headed by military veteran Colonel Jack O'Neill, and includes archaeologist Doctor Daniel Jackson, military scientist Captain Samantha Carter and alien Teal'c, who has betrayed his overlord leaders in the hopes of one day freeing his people. Earth quickly makes an enemy of the Goa'uld, a parasitic race who use humans as hosts and think themselves equal to gods.<br /><br />The top-notch cast have much to be congratulated for in bringing this show to life. Richard Dean Anderson is perfect as the cynical and sarcastic O'Neill, who can shift from boyish to deadly in the blink of an eye. Michael Shanks, as Daniel, brings heart and an will of steel to the character, who has grown from wide-eyed innocence to darker and more hard-bitten as the show has progressed. Amanda Tapping, as Carter, has perfected the balance between depicting her character's femininity without comprising the fact she is a strong, intelligent military scientist. Christopher Judge is excellent as the aloof Teal'c, who is able to depict the character's emotions with subtlety. And Don S Davis is perfect as the esteemed General Hammond who leads with a good balance of fairness and firmness.<br /><br />Almost all the episodes are are involving and portrayed with intelligence, reflecting on moral dilemmas as well as the friction between military interests and civilian beliefs (often shown through arguments between O'Neill and Jackson). Guest characters are solidly depicted and story arcs are handled in a manner that doesn't bore viewers. SG1 also excels in humour, from O'Neill's wisecracks to episodes that are just wacky and odd! SG1 has everything from action to drama to romance to suspense to the heartbreaking scenes of death. It isn't just an excellent sci-fi show but is an excellent show, overall.""",4
93,"""A beautiful postcard of New York. The thing I enjoyed most was being able to watch this with my whole family and not cringe waiting for a stupid toilet humor joke to appear. It never did. My teenagers liked it too. My son for Natasha Henstridge and my daughter for Michael Vartan. My wife and I commented that we could not remember the last time we could sit with the kids and ALL enjoy something. This film told a story that felt comfortable but not old or done. The ending came with a twist which we all liked too. If you are not just a cynical person and have are willing to let a story unfold then this is for you. As a guy it takes a lot to hold my interest when it comes to romantic movies and this one did. I recommend it and we need more of these films to watch.""",4
94,"""I have seen the short movie a few years ago. After that I watch all sequels. The first one is really not the best - but it's the most popular one. I've already watch the making of Guinea Pig 1. It's really great what these guys did. Also the sequels are excellent in the special effects. Take your chance to watch it!""",4
95,"""Jim Carrey is back to much the same role that he played in The Mask, a timid guy who is trying to get ahead in the world but who seems to be plagued with bad luck. Even when he tries to help a homeless guy from being harassed by a bunch of hoodlums (and of course they have to be Mexican, obviously), his good will towards his fellow man backfires. In that case, it wasn't too hard to predict that he was about to have a handful of angry hoodlums, but I like that the movie suggests that things like that shouldn't be ignored. I'm reminded of the episode of Michael Moore's brilliant The Awful Truth, when they had a man lay down on the sidewalk and pretend to be dead and see who would actually stop and make sure he was okay. The results were not very promising, so it's nice to see someone in the movies setting a good example.<br /><br />Jim Carrey plays the part of Bruce Nolan, the nice guy mentioned above whose entire life seems to be falling apart. Or even better, it seems to be breaking up by the blows of bad luck like an asteroid entering the atmosphere (a little metaphor that comes up when Bruce miraculously finds himself a gigantic news story later in the film). Bruce is nearly 40 years old and all he has to show for it is a position as a news reporter of the sort that reports on such exciting news as the local bakery that's seeking to bake the world's biggest cookie. He's desperate to obtain the job of head anchor at the TV station, but he loses his cool on live TV when he hears that the job went to his rival colleague. You have to love how they time the revelation of this news to him seconds before his first live report. Needless to say, he loses his temper on live TV in one of the funniest scenes of the entire film.<br /><br />Morgan Freeman delivers a fantastic performance as the Man himself, displaying a God whose infinite wisdom is somewhat reflected through Freeman's massive talent as an actor. He is the kind of God who takes his job very seriously, but in such a way as to advise his followers (as well as the viewers of this movie) that there are times when you need to slow down and do some manual labor in life. I love his line that some of the happiest people in the world come home smelling to high heaven at the end of the day. There are a lot of people in the world (maybe more than our share in America) who are so absorbed by their money and their possessions and their jobs and everything that they completely lost touch with the natural side of themselves as humans.<br /><br />One of the biggest strengths is that the movie is able to provide great advice to people in general about improving their lives, and this message is clear and acceptable regardless of the viewer's religion. I, for example, tend to reject organized religion in all forms and I see God and Satan to be metaphors for different aspects of nature and human psychology rather than actual figures who ever lived or continue to live. But despite the fact that I don't believe that God exists as an entity overseeing the universe or as a janitor dressed all in white who mops the floors of his downtown office in his spare time, I was able to appreciate the messages that were delivered in this movie.<br /><br />Jim Carrey's movies display this fantastic evolution that ties them all together and makes the newer ones look even better just because you can see how far he's come. If you compare Bruce Almighty with movies like Ace Ventura (both of which I loved, by the way) or a lot of what he did before he got into film, it's amazing how far he's come. He has moved from cheesy TV comedy to cheesy comedic films to comedies that are truly intelligent and meaningful like this film as well as others like The Truman Show, Man on the Moon, and The Majestic (easily one of his greatest films ever). Jim Carrey has unmistakably moved from the cheesy comedy of his past to become one of the most important comic actors working today.<br /><br />Jennifer Aniston also once again provides an excellent addition to the movie (as she did in the side-splitting Office Space) as Bruce's girlfriend, who becomes increasingly exasperated by Bruce's growing stress about his life as well as his negligence to ask her to marry him. There is definitely some low-brow comedy in the film that doesn't really fit with the importance of the film's meaning or the quality of the delivery, such as the dog reading the newspaper on the toilet and the whole monkey scene, but it was definitely pretty nice to see Ace Ventura's friend Spike make a cameo appearance. As Stephen King very well knows, it's always nice to see familiar characters. It's almost like seeing family again.<br /><br />Bruce is endowed with the powers of God for a given period of time so that he can understand life a bit better, and he says a lot about himself when he uses the powers only for his own purposes rather than to help all of the people who pray to him. The thing I love about this is that, like I said before, religion is absent from my life, but I was able to watch this and learn a lot about myself as well by thinking about what kinds of things I would have done had I been endowed with such powers. The movie allows us to learn vicariously this way, which empowers the message even more.<br /><br />The scenes that involve the news station are easily the funniest in the entire film, such as the scene when Bruce loses his temper about the anchor position, the Jimmy Hoffa scene (who was conveniently buried with an original birth certificate and a complete set of dental records), the scene where Bruce's rival colleague is made to go nuts on camera, and my favorites, the ones at the beginning and the end involving the local bakery's cooking. The movie has plenty of time for Carrey to deliver some excellent jokes, such as when he says to God (who reveals that he's the janitor, the proprietor, the electrician, etc) that his Christmas parties must be real bashes, and to be careful about drinking, because on of him might need a ride home! I also loved the end when he says that behind every great man is a woman rolling her eyes. A little too true, and as Gallagher would add, behind every great man is also an amazed mother-in-law.<br /><br />Bruce Almighty is one of the more memorable comedies to have come out for quite a while, and is probably the only directly religious that I can remember seeing that I am anxious to buy on DVD to add to my personal collection. It is a comedy written and performed in good taste, but with enough relatively low-brow humor to keep the kids entertained. This is a meaningful comedy for the whole family, which is becoming rarer and rarer these days. In a world that is about to be flogged with yet another American Pie film AND another Scary Movie (which are only scary because of their sheer barbarous idiocy), it's nice to see that there are still people making comedies worth watching. Don't miss this one.""",4
96,"""I love this film. It's one of those I can watch again and again. It is acted well by a good cast that doesn't try too hard to be star studded.<br /><br />The premise of a newly widowed housewife who turns to selling pot to make ends meet could have been made into an Americanised turd of a movie or an action thriller. Either would have killed the film completely.<br /><br />The film plays out like an Ealing Comedy with a terrific feel-good factor throughout.<br /><br />It is worth watching just for the scene with the two old ladies and a box of cornflakes... (no that's not a spoiler!)""",4
